CODICE_ATS,ATS,CODICE_ASST,ASST,AMBITO,COD_EG,DENOMINAZIONE_EG,CODICE_FISCALE_EG,PARTITA_IVA_EG,UNITA_OFFERTE_SOCIALI,CODICE_CUDES,DENOMINAZIONE_STRUTTURA,NR_POSTI,PROV,CAP,COMUNE_DI_UBICAZIONE,FRAZIONE,INDIRIZZO_STRUTTURA,TELEFONO_STRUTTURA,FAX_STRUTTURA,EMAIL_STRUTTURA,SITO_WEB_MAIL,WGS84_Y,WGS84_X,location
030328,ATS DI PAVIA,030727,ASST DI PAVIA,PAVIA,166072,COOPERATIVA SOCIALE F.A.I. PONTEVECCHIO S.P.A.,01830880181,01830880181,ALLOGGIO PROTETTO ANZIANI,091418,ARCOBALENO PARC,14,PV,27028,SAN MARTINO SICCOMARIO,,"VIA DEGLI ONTANI, 2",038215861,,INFO@FAIPONTEVECCHIO.COM,WWW.FAIPONTEVECCHIO.COM,45.153769,9.131909,POINT (9.131909 45.153769)
030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,RHO,691454,FONDAZIONE GIUSEPPE RESTELLI ONLUS,86503120155,08938040154,ALLOGGIO PROTETTO ANZIANI,053316,MINI ALLOGGI DELLA FONDAZIONE RESTELLI VIA CADORNA 65,8,MI,20017,RHO,,"VIA LUIGI CADORNA,65",029302080,,DIREZIONE@FONDAZIONERESTELLI.IT,,45.53764,9.033531,POINT (9.033531 45.53764)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,BRONI E CASTEGGIO,691719,COMUNE DI CERVESINA,00333900181,00333900181,ALLOGGIO PROTETTO ANZIANI,053113,MINI ALLOGGI PER ANZIANI,7,PV,27050,CERVESINA,,"VIA UMBERTO I, 14",0383/375156,,,,45.0625060103,9.015747136,POINT (9.015747136 45.0625060103)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,SOMMA LOMBARDO,125848,IL FAGGIO ROSSO SRL,03440480121,03440480121,ALLOGGIO PROTETTO ANZIANI,049284,IL FAGGIO ROSSO SRL,39,VA,21011,CASORATE SEMPIONE,,"VIA TRIESTE,11",0331185561,,ILFAGGIOROSSO@LEGALMAIL.IT,WWW.ILFAGGIOROSSO.COM,45.67394,8.74878,POINT (8.74878 45.67394)
030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,OGLIO OVEST - 7,690768,CENTRO DI SERVIZI PER ANZIANI CASA DI RIPOSO MAGGI ETS FONDAZIONE,82003210174,00724820980,ALLOGGIO PROTETTO ANZIANI,054010,ALLOGGI PROTETTI PER ANZIANI DI CASTREZZATO,4,BS,25030,CASTREZZATO,,"VIA GUGLIELMO MARCONI,20",030/7140032,,CASARIPOSOMAGGI@TIN.IT,,45.5123509,9.9818891,POINT (9.9818891 45.5123509)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,CARATE BRIANZA,121495,COMUNE DI LISSONE,02968150157,00740590963,CENTRO DIURNI ANZIANI,048034,CDA I COLORI DELLA VITA,200,MB,20851,LISSONE,,PIAZZA DELLA LEGA LOMBARDA 1,039 7397298,,FAMIGLIAPOLITICHESOCIALI@COMUNE.LISSONE.MB.IT,,45.61007,9.24241,POINT (9.24241 45.61007)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,BRONI E CASTEGGIO,132859,ASSOCIAZIONE SOLE D'ARGENTO 2,02774830182,02774830182,ALLOGGIO PROTETTO ANZIANI,053355,SOLE D'ARGENTO 2,14,PV,27043,BRONI,,"STRADA PAVESE,3",3804797195,,MARILUZ1000@HOTMAIL.IT,WWW.CASAFAMIGLIASOLEDARGENTO2.IT,45.0725695,9.2639571,POINT (9.2639571 45.0725695)
030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,SESTO CALENDE,121981,COMUNE DI ISPRA,00309310126,00309310126,CENTRO DIURNI ANZIANI,051929,CENTRO DIURNO ANZIANI,50,VA,21027,ISPRA,,"VIA MADONNINA DEL GRAPPA, 15",0332/7833500,,PROTOCOLLO.ISPRA@PEC.IT,,45.816079976228,8.611056302219,POINT (8.611056302219 45.816079976228)
030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,GALLARATE,202108,ARES SOCIETA' COOPERATIVA SOCIALE,02437650068,02437650068,ALLOGGIO PROTETTO ANZIANI,100070,A.P.A. N.1 VILLA CRISTINA,2,VA,21013,GALLARATE,,"VIA ADELAIDE RISTORI, 25",3664569586,,ARESOCIALE@VIRGILIO.IT,,45.667302317762,8.812621686986,POINT (8.812621686986 45.667302317762)
030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,VIMERCATE,121540,COMUNE DI BERNAREGGIO,87001490157,00988400966,CENTRO DIURNI ANZIANI,056904,"CENTRO DIURNO ANZIANI - CENTRO POLIFUNZIONALE ""VERONELLI""",15,MB,20881,BERNAREGGIO,,"VIA CONTE CAMILLO BENSO DI CAVOUR,8",039-6901645,,SERVIZISOCIALI@COMUNE.BERNAREGGIO.MB.IT,,45.64773,9.40776,POINT (9.40776 45.64773)
030324,ATS DELLA BRIANZA,030715,ASST DI LECCO,BELLANO,690776,FONDAZIONE SACRA FAMIGLIA ETS,03034530158,00795470152,ALLOGGIO PROTETTO ANZIANI,049540,VILLA QUIETE,8,LC,23828,PERLEDO,,"STRADA DEL VERDE,11",0341814111,,REGOLEDO@SACRAFAMIGLIA.ORG,,46.0263454,9.2863101,POINT (9.2863101 46.0263454)
030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,MONTE ORFANO - 6,119794,COMUNE DI NUVOLENTO,06665420176,06665420176,CENTRO DIURNI ANZIANI,050406,"CENTRO DIURNO ANZIANI ""G.ORSATTI""",120,BS,25036,PALAZZOLO SULL'OGLIO,,"VIA GIUSEPPE ZANARDELLI,25",030/732776,,VILLAPENSIONATI@INTRED.NET,,45.5987299,9.8877707,POINT (9.8877707 45.5987299)
030322,ATS DELL'INSUBRIA,030710,ASST DEI SETTE LAGHI,VARESE,105007,MARINER UNO S.R.L.,05433160966,05433160966,ALLOGGIO PROTETTO ANZIANI,054481,RESIDENZA VILLA MOLINA,22,VA,21100,VARESE,,"VIA BRUNICO,31",0332/283699-335519,,VILLAMOLINA@LERESIDENZE.IT,,45.82044,8.84382,POINT (8.84382 45.82044)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,PAVIA,170592,OVER TICINUM SRL,11632820962,11632820962,ALLOGGIO PROTETTO ANZIANI,048356,ALLOGGI PROTETTI PER ANZIANI GLICINE E TULIPANO,4,PV,27100,PAVIA,,"VIALE LODI,45",0382468915,,VILLAFLAVIA@CRMSOCIALE.IT,,45.18875,9.18713,POINT (9.18713 45.18875)
030328,ATS DI PAVIA,030727,ASST DI PAVIA,ALTO E BASSO PAVESE,690492,PII ISTITUTI UNIFICATI,00478980188,00478980188,ALLOGGIO PROTETTO ANZIANI,055559,"RESIDENZA PER ANZIANI ""C. PARISIO""",26,PV,27014,CORTEOLONA E GENZONE,,"VIA ROMA, 11",0382/973997,,RESIDENZAPARISIO@PIUBELGIOIOSO.IT,,45.1562541188,9.37349766,POINT (9.37349766 45.1562541188)
030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,VALLECAMONICA,690574,FONDAZIONE  GIOVANNINA RIZZIERI ETS,81005270178,00723890984,ALLOGGIO PROTETTO ANZIANI,053427,CASA AMICA,7,BS,25052,PIANCOGNO,,"VIA NAZIONALE,45",0364360561,,INFO@FONDAZIONERIZZIERI.IT,HTTP://FONDAZIONERIZZIERI.IT/,45.9171875,10.2195423,POINT (10.2195423 45.9171875)
030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,VALLECAMONICA,122189,ASSOCIAZIONE DI FRATERNITA' FRA ANZIANI - INVALIDI E PENSIONATI,90002860170,90002860170,CENTRO DIURNI ANZIANI,049353,CENTRO DIURNO ANZIANI,30,BS,25040,CIVIDATE CAMUNO,,"VIA LAFFRANCHINI,30/A",0364/342055,,CENTROANIANI.CIVIDATE@PEC.IT,,45.94328,10.27735,POINT (10.27735 45.94328)
030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,CREMONA,691831,FONDAZIONE LA PACE ETS,93052420192,01590790190,ALLOGGIO PROTETTO ANZIANI,047713,ALLOGGI PROTETTI GIOVANNI E LUCIANA ARVEDI,12,CR,26100,CREMONA,,"VIA ANGELO MASSAROTTI,49",0372/807100,,AMMINISTRAZIONE@FONDAZIONELAPACEONLUS.IT,,45.13556,10.01205,POINT (10.01205 45.13556)
